Geography,Industry,Year,Industry GDP (current C$),Industry GDP (2012 chained C$)
British Columbia,Health care and social assistance,2011,14625.0,14933.2
British Columbia,Health care and social assistance,2012,15126.9,15126.9
British Columbia,Health care and social assistance,2013,15711.3,15213.4
British Columbia,Health care and social assistance,2014,16372.3,15450.4
British Columbia,Health care and social assistance,2015,16989.7,15592.9
British Columbia,Health care and social assistance,2016,17848.2,16018.9
British Columbia,Health care and social assistance,2017,18790.9,16493.8
British Columbia,Health care and social assistance,2018,0.0,16974.3
British Columbia,Health care and social assistance,2019,0.0,17686.6
British Columbia,Arts entertainment and recreation,2010,1975.5,2054.4
British Columbia,Arts entertainment and recreation,2011,1913.3,2028.6
British Columbia,Arts entertainment and recreation,2012,1960.8,1960.8
British Columbia,Arts entertainment and recreation,2013,1915.7,1992.8
British Columbia,Arts entertainment and recreation,2014,2014.1,2115.4
British Columbia,Arts entertainment and recreation,2015,2143.9,2086.2
British Columbia,Arts entertainment and recreation,2016,2214.9,2200.6
British Columbia,Arts entertainment and recreation,2017,2492.3,2447.6
British Columbia,Arts entertainment and recreation,2018,0.0,2503.0
British Columbia,Arts entertainment and recreation,2019,0.0,2610.6
British Columbia,Accommodation and food services,2010,5502.0,5837.0
British Columbia,Accommodation and food services,2011,5568.6,5749.4
British Columbia,Accommodation and food services,2012,5763.4,5763.4
British Columbia,Accommodation and food services,2013,6019.4,5906.3
British Columbia,Accommodation and food services,2014,6353.9,6326.8
British Columbia,Accommodation and food services,2015,6790.8,6567.4
British Columbia,Accommodation and food services,2016,7898.4,6860.0
British Columbia,Accommodation and food services,2017,8355.5,7011.8
British Columbia,Accommodation and food services,2018,0.0,7289.1
British Columbia,Accommodation and food services,2019,0.0,7379.6
British Columbia,Other services (except public administration),2010,4465.7,4647.4
British Columbia,Other services (except public administration),2011,4703.8,4785.4
British Columbia,Other services (except public administration),2012,4819.1,4819.1
British Columbia,Other services (except public administration),2013,5019.8,4948.3
British Columbia,Other services (except public administration),2014,5288.9,5108.7
British Columbia,Other services (except public administration),2015,5400.9,5122.3
British Columbia,Other services (except public administration),2016,5593.0,5165.7
British Columbia,Other services (except public administration),2017,5924.3,5314.5
British Columbia,Other services (except public administration),2018,0.0,5358.3
British Columbia,Other services (except public administration),2019,0.0,5424.5
British Columbia,Public administration,2010,12093.5,12779.1
British Columbia,Public administration,2011,12481.7,13015.2
British Columbia,Public administration,2012,12736.1,12736.1
British Columbia,Public administration,2013,13318.3,12666.4
British Columbia,Public administration,2014,13461.3,12472.5
British Columbia,Public administration,2015,13710.9,12606.6
British Columbia,Public administration,2016,13958.1,12753.9
British Columbia,Public administration,2017,14740.8,12911.0
British Columbia,Public administration,2018,0.0,13310.5
British Columbia,Public administration,2019,0.0,13724.3
Yukon,All industries,2010,2227.0,2253.5
Yukon,All industries,2011,2398.8,2363.6
Yukon,All industries,2012,2457.6,2457.6
Yukon,All industries,2013,2556.2,2494.6
Yukon,All industries,2014,2650.3,2510.9
Yukon,All industries,2015,2541.7,2320.2
Yukon,All industries,2016,2691.4,2487.6
Yukon,All industries,2017,2781.0,2536.9
Yukon,All industries,2018,0.0,2632.3
Yukon,All industries,2019,0.0,2650.7
Yukon,Goods-producing industries,2010,581.4,499.8
Yukon,Goods-producing industries,2011,628.4,533.9
Yukon,Goods-producing industries,2012,588.5,588.5
Yukon,Goods-producing industries,2013,604.4,586.6
Yukon,Goods-producing industries,2014,643.8,584.8
Yukon,Goods-producing industries,2015,509.5,419.5
Yukon,Goods-producing industries,2016,588.3,521.3
Yukon,Goods-producing industries,2017,586.7,531.5
Yukon,Goods-producing industries,2018,0.0,545.7
Yukon,Goods-producing industries,2019,0.0,526.2
Yukon,Service-producing industries,2010,1645.5,1761.8
Yukon,Service-producing industries,2011,1770.4,1836.2
Yukon,Service-producing industries,2012,1869.1,1869.1
Yukon,Service-producing industries,2013,1951.7,1910.1
Yukon,Service-producing industries,2014,2006.5,1928.9
Yukon,Service-producing industries,2015,2032.2,1916.6
Yukon,Service-producing industries,2016,2103.1,1975.5
Yukon,Service-producing industries,2017,2194.3,2014.8
Yukon,Service-producing industries,2018,0.0,2096.5
Yukon,Service-producing industries,2019,0.0,2134.8
Yukon,Industrial production,2010,327.2,230.1
Yukon,Industrial production,2011,349.6,234.3
Yukon,Industrial production,2012,346.1,346.1
Yukon,Industrial production,2013,377.2,347.6
Yukon,Industrial production,2014,396.7,332.4
Yukon,Industrial production,2015,301.6,231.8
Yukon,Industrial production,2016,371.6,321.0
Yukon,Industrial production,2017,309.4,284.2
Yukon,Industrial production,2018,0.0,228.4
Yukon,Industrial production,2019,0.0,201.0
Yukon,Non-durable manufacturing industries,2010,7.6,7.4
Yukon,Non-durable manufacturing industries,2011,7.3,7.0
Yukon,Non-durable manufacturing industries,2012,8.3,8.3
Yukon,Non-durable manufacturing industries,2013,8.4,8.2
Yukon,Non-durable manufacturing industries,2014,8.3,8.2
Yukon,Non-durable manufacturing industries,2015,10.8,9.1
Yukon,Non-durable manufacturing industries,2016,13.1,10.5
Yukon,Non-durable manufacturing industries,2017,11.9,10.3
Yukon,Non-durable manufacturing industries,2018,0.0,11.0
Yukon,Non-durable manufacturing industries,2019,0.0,11.2
Yukon,Durable manufacturing industries,2010,8.2,8.3
Yukon,Durable manufacturing industries,2011,10.9,11.4
Yukon,Durable manufacturing industries,2012,14.5,14.5
Yukon,Durable manufacturing industries,2013,9.0,9.2
Yukon,Durable manufacturing industries,2014,7.3,8.0
Yukon,Durable manufacturing industries,2015,7.1,7.7
Yukon,Durable manufacturing industries,2016,7.7,8.1
Yukon,Durable manufacturing industries,2017,8.0,8.4
Yukon,Durable manufacturing industries,2018,0.0,6.9
Yukon,Durable manufacturing industries,2019,0.0,8.0
Yukon,Information and communication technology sector,2010,57.8,63.7
Yukon,Information and communication technology sector,2011,67.8,67.5
Yukon,Information and communication technology sector,2012,66.7,66.7
Yukon,Information and communication technology sector,2013,72.8,67.8
Yukon,Information and communication technology sector,2014,75.1,69.5
Yukon,Information and communication technology sector,2015,63.5,68.4
Yukon,Information and communication technology sector,2016,66.4,76.1
Yukon,Information and communication technology sector,2017,94.7,95.4
Yukon,Information and communication technology sector,2018,0.0,101.1
Yukon,Information and communication technology sector,2019,0.0,105.6
Yukon,Energy sector,2010,45.8,51.6
Yukon,Energy sector,2011,49.2,51.0
Yukon,Energy sector,2012,52.5,52.5
Yukon,Energy sector,2013,37.2,45.0
Yukon,Energy sector,2014,40.3,43.1
Yukon,Energy sector,2015,39.7,45.8
Yukon,Energy sector,2016,40.2,49.0
Yukon,Energy sector,2017,41.8,54.7
Yukon,Energy sector,2018,0.0,54.4
Yukon,Energy sector,2019,0.0,52.8
Yukon,Public sector,2010,803.5,878.0
Yukon,Public sector,2011,842.9,895.1
Yukon,Public sector,2012,887.7,887.7
Yukon,Public sector,2013,946.7,908.8
Yukon,Public sector,2014,977.0,919.9
Yukon,Public sector,2015,997.4,924.6
Yukon,Public sector,2016,1029.1,945.5
Yukon,Public sector,2017,1060.2,955.0
Yukon,Public sector,2018,0.0,974.3
Yukon,Public sector,2019,0.0,994.0
Yukon,Cannabis sector,2010,1.0,1.0
Yukon,Cannabis sector,2011,1.0,1.0
Yukon,Cannabis sector,2012,1.1,1.1
Yukon,Cannabis sector,2013,1.1,1.1
Yukon,Cannabis sector,2014,1.1,1.2
Yukon,Cannabis sector,2015,1.1,1.2
Yukon,Cannabis sector,2016,1.1,1.2
Yukon,Cannabis sector,2017,1.0,1.2
Yukon,Cannabis sector,2018,0.0,1.7
Yukon,Cannabis sector,2019,0.0,3.0
Yukon,Agriculture forestry fishing and hunting,2010,5.5,5.3
Yukon,Agriculture forestry fishing and hunting,2011,4.2,5.2
Yukon,Agriculture forestry fishing and hunting,2012,5.1,5.1
Yukon,Agriculture forestry fishing and hunting,2013,4.0,4.7
Yukon,Agriculture forestry fishing and hunting,2014,4.4,4.2
Yukon,Agriculture forestry fishing and hunting,2015,4.7,4.8
Yukon,Agriculture forestry fishing and hunting,2016,5.8,5.2
Yukon,Agriculture forestry fishing and hunting,2017,5.9,4.7
Yukon,Agriculture forestry fishing and hunting,2018,0.0,4.8
Yukon,Agriculture forestry fishing and hunting,2019,0.0,4.8
Yukon,Mining quarrying and oil and gas extraction,2010,273.3,173.3
Yukon,Mining quarrying and oil and gas extraction,2011,286.0,173.8
Yukon,Mining quarrying and oil and gas extraction,2012,272.2,272.2
Yukon,Mining quarrying and oil and gas extraction,2013,313.1,278.5
Yukon,Mining quarrying and oil and gas extraction,2014,329.3,265.4
Yukon,Mining quarrying and oil and gas extraction,2015,231.5,167.3
Yukon,Mining quarrying and oil and gas extraction,2016,299.2,248.6
Yukon,Mining quarrying and oil and gas extraction,2017,236.3,209.7
Yukon,Mining quarrying and oil and gas extraction,2018,0.0,157.1
Yukon,Mining quarrying and oil and gas extraction,2019,0.0,130.4
Yukon,Utilities,2010,33.0,39.6
Yukon,Utilities,2011,38.3,41.2
Yukon,Utilities,2012,43.4,43.4
Yukon,Utilities,2013,38.9,41.5
Yukon,Utilities,2014,42.8,40.9
Yukon,Utilities,2015,43.1,44.0
Yukon,Utilities,2016,43.7,46.9
Yukon,Utilities,2017,45.3,51.6
Yukon,Utilities,2018,0.0,51.2
Yukon,Utilities,2019,0.0,50.0
Yukon,Construction,2010,253.9,315.2
Yukon,Construction,2011,281.6,359.8
Yukon,Construction,2012,245.0,245.0
Yukon,Construction,2013,231.0,240.1
Yukon,Construction,2014,251.7,261.8
Yukon,Construction,2015,212.3,196.2
Yukon,Construction,2016,218.9,204.5
Yukon,Construction,2017,279.2,252.9
Yukon,Construction,2018,0.0,320.4
Yukon,Construction,2019,0.0,327.0
Yukon,Manufacturing,2010,15.8,15.7
Yukon,Manufacturing,2011,18.2,18.4
Yukon,Manufacturing,2012,22.8,22.8
Yukon,Manufacturing,2013,17.4,17.3
Yukon,Manufacturing,2014,15.6,16.0
Yukon,Manufacturing,2015,17.9,16.7
Yukon,Manufacturing,2016,20.8,18.6
Yukon,Manufacturing,2017,20.0,18.7
Yukon,Manufacturing,2018,0.0,18.1
Yukon,Manufacturing,2019,0.0,19.3
Yukon,Wholesale trade,2010,32.4,39.0
Yukon,Wholesale trade,2011,38.0,49.0
Yukon,Wholesale trade,2012,48.7,48.7
Yukon,Wholesale trade,2013,43.4,44.5
Yukon,Wholesale trade,2014,35.2,36.7
Yukon,Wholesale trade,2015,31.8,32.8
Yukon,Wholesale trade,2016,33.2,34.9
Yukon,Wholesale trade,2017,37.6,38.1
Yukon,Wholesale trade,2018,0.0,57.2
Yukon,Wholesale trade,2019,0.0,43.4
Yukon,Retail trade,2010,109.2,117.4
Yukon,Retail trade,2011,115.0,119.4
Yukon,Retail trade,2012,123.5,123.5
Yukon,Retail trade,2013,133.2,132.1
Yukon,Retail trade,2014,139.9,132.3
Yukon,Retail trade,2015,135.1,124.8
Yukon,Retail trade,2016,142.5,130.3
Yukon,Retail trade,2017,149.1,134.2
Yukon,Retail trade,2018,0.0,139.9
Yukon,Retail trade,2019,0.0,141.5
Yukon,Transportation and warehousing,2010,65.6,69.0
Yukon,Transportation and warehousing,2011,76.9,77.9
Yukon,Transportation and warehousing,2012,80.4,80.4
Yukon,Transportation and warehousing,2013,72.8,74.7
Yukon,Transportation and warehousing,2014,75.3,76.5
Yukon,Transportation and warehousing,2015,78.2,75.3
Yukon,Transportation and warehousing,2016,85.1,83.0
Yukon,Transportation and warehousing,2017,89.7,84.9
Yukon,Transportation and warehousing,2018,0.0,96.9
Yukon,Transportation and warehousing,2019,0.0,101.3
Yukon,Information and cultural industries,2010,62.4,68.6
Yukon,Information and cultural industries,2011,72.5,70.4
Yukon,Information and cultural industries,2012,69.2,69.2
Yukon,Information and cultural industries,2013,81.6,72.1
Yukon,Information and cultural industries,2014,84.2,73.4
Yukon,Information and cultural industries,2015,73.9,74.4
Yukon,Information and cultural industries,2016,77.2,82.3
Yukon,Information and cultural industries,2017,104.7,99.7
Yukon,Information and cultural industries,2018,0.0,104.0
Yukon,Information and cultural industries,2019,0.0,108.5
Yukon,Finance and insurance,2010,58.9,58.1
Yukon,Finance and insurance,2011,77.0,71.7
Yukon,Finance and insurance,2012,72.6,72.6
Yukon,Finance and insurance,2013,73.3,73.0
Yukon,Finance and insurance,2014,75.7,73.2
Yukon,Finance and insurance,2015,72.9,72.2
Yukon,Finance and insurance,2016,74.3,75.4
Yukon,Finance and insurance,2017,72.9,75.3
Yukon,Finance and insurance,2018,0.0,77.6
Yukon,Finance and insurance,2019,0.0,77.5
Yukon,Real estate and rental and leasing,2010,291.7,304.3
Yukon,Real estate and rental and leasing,2011,312.3,318.4
Yukon,Real estate and rental and leasing,2012,333.2,333.2
Yukon,Real estate and rental and leasing,2013,347.0,346.8
Yukon,Real estate and rental and leasing,2014,362.2,355.3
Yukon,Real estate and rental and leasing,2015,379.2,363.9
Yukon,Real estate and rental and leasing,2016,393.4,372.5
Yukon,Real estate and rental and leasing,2017,407.3,381.5
Yukon,Real estate and rental and leasing,2018,0.0,393.4
Yukon,Real estate and rental and leasing,2019,0.0,403.4
Yukon,Professional scientific and technical services,2010,66.6,80.7
Yukon,Professional scientific and technical services,2011,68.3,81.3
Yukon,Professional scientific and technical services,2012,83.6,83.6
Yukon,Professional scientific and technical services,2013,82.5,90.8
Yukon,Professional scientific and technical services,2014,85.3,96.5
Yukon,Professional scientific and technical services,2015,90.7,88.3
Yukon,Professional scientific and technical services,2016,82.9,82.9
Yukon,Professional scientific and technical services,2017,79.5,77.2
Yukon,Professional scientific and technical services,2018,0.0,88.0
Yukon,Professional scientific and technical services,2019,0.0,93.3
Yukon,Management of companies and enterprises,2010,8.2,7.7
Yukon,Management of companies and enterprises,2011,7.9,7.9
Yukon,Management of companies and enterprises,2012,7.9,7.9
Yukon,Management of companies and enterprises,2013,7.9,8.0
Yukon,Management of companies and enterprises,2014,7.4,7.3
Yukon,Management of companies and enterprises,2015,7.3,6.8
Yukon,Management of companies and enterprises,2016,6.1,5.9
Yukon,Management of companies and enterprises,2017,4.3,4.5
Yukon,Management of companies and enterprises,2018,0.0,3.9
Yukon,Management of companies and enterprises,2019,0.0,3.1
Yukon,Administrative and support waste management and remediation services,2010,29.6,31.1
Yukon,Administrative and support waste management and remediation services,2011,31.7,31.9
Yukon,Administrative and support waste management and remediation services,2012,31.6,31.6
Yukon,Administrative and support waste management and remediation services,2013,31.9,30.9
Yukon,Administrative and support waste management and remediation services,2014,34.2,31.2
Yukon,Administrative and support waste management and remediation services,2015,34.4,30.0
Yukon,Administrative and support waste management and remediation services,2016,34.2,30.2
Yukon,Administrative and support waste management and remediation services,2017,33.6,28.7
Yukon,Administrative and support waste management and remediation services,2018,0.0,28.3
Yukon,Administrative and support waste management and remediation services,2019,0.0,28.8
Yukon,Educational services,2010,121.7,123.9
Yukon,Educational services,2011,125.3,124.3
Yukon,Educational services,2012,129.0,129.0
Yukon,Educational services,2013,131.9,127.9
Yukon,Educational services,2014,134.3,130.4
Yukon,Educational services,2015,137.6,131.3
Yukon,Educational services,2016,137.6,133.0
Yukon,Educational services,2017,148.6,137.0
Yukon,Educational services,2018,0.0,140.6
Yukon,Educational services,2019,0.0,146.6
Yukon,Health care and social assistance,2010,177.8,185.2
Yukon,Health care and social assistance,2011,180.0,187.2
Yukon,Health care and social assistance,2012,194.7,194.7
Yukon,Health care and social assistance,2013,215.0,204.4
Yukon,Health care and social assistance,2014,223.0,208.6
Yukon,Health care and social assistance,2015,226.9,210.2
Yukon,Health care and social assistance,2016,241.2,216.2
Yukon,Health care and social assistance,2017,248.5,219.2
Yukon,Health care and social assistance,2018,0.0,223.9
Yukon,Health care and social assistance,2019,0.0,230.3
Yukon,Arts entertainment and recreation,2010,11.6,12.9
Yukon,Arts entertainment and recreation,2011,11.0,11.3
Yukon,Arts entertainment and recreation,2012,11.7,11.7
Yukon,Arts entertainment and recreation,2013,11.5,11.5
Yukon,Arts entertainment and recreation,2014,11.4,11.8
Yukon,Arts entertainment and recreation,2015,13.8,11.2
Yukon,Arts entertainment and recreation,2016,15.6,12.7
Yukon,Arts entertainment and recreation,2017,16.4,13.2
Yukon,Arts entertainment and recreation,2018,0.0,12.8
Yukon,Arts entertainment and recreation,2019,0.0,12.8
Yukon,Accommodation and food services,2010,67.6,71.5
Yukon,Accommodation and food services,2011,76.0,76.8
Yukon,Accommodation and food services,2012,78.1,78.1
Yukon,Accommodation and food services,2013,81.4,77.8
Yukon,Accommodation and food services,2014,80.0,75.0
Yukon,Accommodation and food services,2015,81.3,74.8
Yukon,Accommodation and food services,2016,89.1,79.0
Yukon,Accommodation and food services,2017,96.5,81.9
Yukon,Accommodation and food services,2018,0.0,81.7
Yukon,Accommodation and food services,2019,0.0,86.9
Yukon,Other services (except public administration),2010,38.3,41.8
Yukon,Other services (except public administration),2011,41.0,43.7
Yukon,Other services (except public administration),2012,40.9,40.9
Yukon,Other services (except public administration),2013,38.5,38.3
Yukon,Other services (except public administration),2014,38.5,38.0
Yukon,Other services (except public administration),2015,36.2,34.9
Yukon,Other services (except public administration),2016,40.4,38.5
Yukon,Other services (except public administration),2017,42.3,39.1
Yukon,Other services (except public administration),2018,0.0,39.8
Yukon,Other services (except public administration),2019,0.0,39.8
Yukon,Public administration,2010,504.1,550.9
Yukon,Public administration,2011,537.6,565.4
Yukon,Public administration,2012,564.0,564.0
Yukon,Public administration,2013,599.8,576.3
Yukon,Public administration,2014,619.7,580.4
Yukon,Public administration,2015,632.9,582.6
Yukon,Public administration,2016,650.3,595.8
Yukon,Public administration,2017,663.1,598.3
Yukon,Public administration,2018,0.0,609.3
Yukon,Public administration,2019,0.0,616.8
Northwest Territories,All industries,2010,4677.9,4707.0
Northwest Territories,All industries,2011,4585.0,4273.9
Northwest Territories,All industries,2012,4249.9,4249.9
Northwest Territories,All industries,2013,4353.1,4367.3
Northwest Territories,All industries,2014,4656.5,4574.6
Northwest Territories,All industries,2015,4597.5,4621.3
Northwest Territories,All industries,2016,4303.7,4570.3
Northwest Territories,All industries,2017,4476.6,4736.6
Northwest Territories,All industries,2018,0.0,4763.8
Northwest Territories,All industries,2019,0.0,4376.4
Northwest Territories,Goods-producing industries,2010,2263.9,2156.9
Northwest Territories,Goods-producing industries,2011,2084.3,1730.7
Northwest Territories,Goods-producing industries,2012,1656.6,1656.6
Northwest Territories,Goods-producing industries,2013,1673.4,1732.0
Northwest Territories,Goods-producing industries,2014,1897.5,1930.0
Northwest Territories,Goods-producing industries,2015,1717.3,1973.1
Northwest Territories,Goods-producing industries,2016,1387.4,1934.3
Northwest Territories,Goods-producing industries,2017,1519.0,2157.9
Northwest Territories,Goods-producing industries,2018,0.0,2132.7
Northwest Territories,Goods-producing industries,2019,0.0,1630.4
Northwest Territories,Service-producing industries,2010,2414.0,2519.3
Northwest Territories,Service-producing industries,2011,2500.6,2541.7
Northwest Territories,Service-producing industries,2012,2593.2,2593.2
Northwest Territories,Service-producing industries,2013,2679.7,2638.5
Northwest Territories,Service-producing industries,2014,2759.0,2660.2
Northwest Territories,Service-producing industries,2015,2880.1,2667.1
Northwest Territories,Service-producing industries,2016,2916.4,2649.2
Northwest Territories,Service-producing industries,2017,2957.6,2642.7
Northwest Territories,Service-producing industries,2018,0.0,2681.7
Northwest Territories,Service-producing industries,2019,0.0,2686.7
Northwest Territories,Industrial production,2010,1918.1,1769.0
Northwest Territories,Industrial production,2011,1785.2,1420.7
Northwest Territories,Industrial production,2012,1322.8,1322.8
Northwest Territories,Industrial production,2013,1292.2,1320.5
Northwest Territories,Industrial production,2014,1481.0,1494.1
Northwest Territories,Industrial production,2015,1167.5,1414.5
Northwest Territories,Industrial production,2016,905.9,1471.9
Northwest Territories,Industrial production,2017,1159.7,1920.0
Northwest Territories,Industrial production,2018,0.0,1885.0
Northwest Territories,Industrial production,2019,0.0,1425.6
Northwest Territories,Non-durable manufacturing industries,2010,6.2,6.7
Northwest Territories,Non-durable manufacturing industries,2011,11.6,12.0
Northwest Territories,Non-durable manufacturing industries,2012,12.9,12.9
Northwest Territories,Non-durable manufacturing industries,2013,12.5,11.5
Northwest Territories,Non-durable manufacturing industries,2014,13.1,12.2
Northwest Territories,Non-durable manufacturing industries,2015,14.1,9.3
Northwest Territories,Non-durable manufacturing industries,2016,14.1,9.3
Northwest Territories,Non-durable manufacturing industries,2017,10.1,7.3
Northwest Territories,Non-durable manufacturing industries,2018,0.0,7.9
Northwest Territories,Non-durable manufacturing industries,2019,0.0,6.4
Northwest Territories,Durable manufacturing industries,2010,2.1,1.5
Northwest Territories,Durable manufacturing industries,2011,3.5,2.1
Northwest Territories,Durable manufacturing industries,2012,1.8,1.8
Northwest Territories,Durable manufacturing industries,2013,1.7,2.5
Northwest Territories,Durable manufacturing industries,2014,1.9,2.8
Northwest Territories,Durable manufacturing industries,2015,1.5,2.5
Northwest Territories,Durable manufacturing industries,2016,2.6,3.5
Northwest Territories,Durable manufacturing industries,2017,3.5,3.4
Northwest Territories,Durable manufacturing industries,2018,0.0,3.4
Northwest Territories,Durable manufacturing industries,2019,0.0,2.5
Northwest Territories,Information and communication technology sector,2010,75.8,77.5
Northwest Territories,Information and communication technology sector,2011,79.5,81.2
Northwest Territories,Information and communication technology sector,2012,84.2,84.2
Northwest Territories,Information and communication technology sector,2013,95.1,81.3
Northwest Territories,Information and communication technology sector,2014,91.7,77.0
Northwest Territories,Information and communication technology sector,2015,92.4,78.3
Northwest Territories,Information and communication technology sector,2016,107.5,82.9
Northwest Territories,Information and communication technology sector,2017,117.8,86.6
Northwest Territories,Information and communication technology sector,2018,0.0,91.9
Northwest Territories,Information and communication technology sector,2019,0.0,92.9
Northwest Territories,Energy sector,2010,494.2,546.0
Northwest Territories,Energy sector,2011,474.1,425.3
Northwest Territories,Energy sector,2012,497.2,497.2
Northwest Territories,Energy sector,2013,450.9,422.6
Northwest Territories,Energy sector,2014,487.0,411.7
Northwest Territories,Energy sector,2015,268.4,366.6
Northwest Territories,Energy sector,2016,218.5,327.2
Northwest Territories,Energy sector,2017,76.8,90.1
Northwest Territories,Energy sector,2018,0.0,128.2
Northwest Territories,Energy sector,2019,0.0,284.7
Northwest Territories,Public sector,2010,1038.1,1132.0
Northwest Territories,Public sector,2011,1077.6,1124.5
Northwest Territories,Public sector,2012,1141.8,1141.8
Northwest Territories,Public sector,2013,1172.9,1141.9
Northwest Territories,Public sector,2014,1207.5,1157.2
Northwest Territories,Public sector,2015,1276.1,1185.2
Northwest Territories,Public sector,2016,1316.5,1191.2
Northwest Territories,Public sector,2017,1363.9,1213.6
Northwest Territories,Public sector,2018,0.0,1231.0
Northwest Territories,Public sector,2019,0.0,1256.8
Northwest Territories,Cannabis sector,2010,1.0,1.0
Northwest Territories,Cannabis sector,2011,1.0,1.0
Northwest Territories,Cannabis sector,2012,1.0,1.0
Northwest Territories,Cannabis sector,2013,1.1,1.1
Northwest Territories,Cannabis sector,2014,1.1,1.1
Northwest Territories,Cannabis sector,2015,1.0,1.1
Northwest Territories,Cannabis sector,2016,1.0,1.1
Northwest Territories,Cannabis sector,2017,0.9,1.1
Northwest Territories,Cannabis sector,2018,0.0,1.5
Northwest Territories,Cannabis sector,2019,0.0,2.2
Northwest Territories,Agriculture forestry fishing and hunting,2010,15.8,14.4
Northwest Territories,Agriculture forestry fishing and hunting,2011,16.8,20.2
Northwest Territories,Agriculture forestry fishing and hunting,2012,17.3,17.3
Northwest Territories,Agriculture forestry fishing and hunting,2013,19.0,14.8
Northwest Territories,Agriculture forestry fishing and hunting,2014,19.7,15.2
Northwest Territories,Agriculture forestry fishing and hunting,2015,20.7,10.5
Northwest Territories,Agriculture forestry fishing and hunting,2016,21.2,9.5
Northwest Territories,Agriculture forestry fishing and hunting,2017,22.9,10.3
Northwest Territories,Agriculture forestry fishing and hunting,2018,0.0,10.3
Northwest Territories,Agriculture forestry fishing and hunting,2019,0.0,10.4
Northwest Territories,Mining quarrying and oil and gas extraction,2010,1832.5,1679.6
Northwest Territories,Mining quarrying and oil and gas extraction,2011,1688.6,1329.9
Northwest Territories,Mining quarrying and oil and gas extraction,2012,1231.9,1231.9
Northwest Territories,Mining quarrying and oil and gas extraction,2013,1198.5,1226.3
Northwest Territories,Mining quarrying and oil and gas extraction,2014,1375.1,1403.1
Northwest Territories,Mining quarrying and oil and gas extraction,2015,1064.4,1327.2
Northwest Territories,Mining quarrying and oil and gas extraction,2016,818.0,1382.4
Northwest Territories,Mining quarrying and oil and gas extraction,2017,1063.0,1846.5
Northwest Territories,Mining quarrying and oil and gas extraction,2018,0.0,1804.1
Northwest Territories,Mining quarrying and oil and gas extraction,2019,0.0,1336.0
Northwest Territories,Utilities,2010,65.0,74.6
Northwest Territories,Utilities,2011,64.8,69.4
Northwest Territories,Utilities,2012,66.9,66.9
Northwest Territories,Utilities,2013,69.5,68.5
Northwest Territories,Utilities,2014,81.3,68.0
Northwest Territories,Utilities,2015,77.3,67.1
Northwest Territories,Utilities,2016,63.2,70.7
Northwest Territories,Utilities,2017,73.4,74.1
Northwest Territories,Utilities,2018,0.0,76.0
Northwest Territories,Utilities,2019,0.0,72.3
Northwest Territories,Construction,2010,342.4,370.1
Northwest Territories,Construction,2011,299.1,289.3
Northwest Territories,Construction,2012,325.9,325.9
Northwest Territories,Construction,2013,372.1,415.6
Northwest Territories,Construction,2014,406.4,438.2
Northwest Territories,Construction,2015,539.2,565.7
Northwest Territories,Construction,2016,468.3,490.9
Northwest Territories,Construction,2017,346.1,362.0
Northwest Territories,Construction,2018,0.0,366.1
Northwest Territories,Construction,2019,0.0,287.6
Northwest Territories,Manufacturing,2010,8.3,8.2
Northwest Territories,Manufacturing,2011,15.1,14.1
Northwest Territories,Manufacturing,2012,14.7,14.7
Northwest Territories,Manufacturing,2013,14.2,13.9
Northwest Territories,Manufacturing,2014,14.9,14.9
Northwest Territories,Manufacturing,2015,15.7,11.5
Northwest Territories,Manufacturing,2016,16.8,12.0
Northwest Territories,Manufacturing,2017,13.6,9.9
Northwest Territories,Manufacturing,2018,0.0,10.5
Northwest Territories,Manufacturing,2019,0.0,8.3
Northwest Territories,Wholesale trade,2010,91.5,91.9
Northwest Territories,Wholesale trade,2011,96.8,107.0
Northwest Territories,Wholesale trade,2012,117.4,117.4
Northwest Territories,Wholesale trade,2013,116.3,117.0
Northwest Territories,Wholesale trade,2014,119.0,116.0
Northwest Territories,Wholesale trade,2015,121.8,115.7
Northwest Territories,Wholesale trade,2016,125.5,116.8
Northwest Territories,Wholesale trade,2017,127.8,117.3
Northwest Territories,Wholesale trade,2018,0.0,123.1
Northwest Territories,Wholesale trade,2019,0.0,104.2
Northwest Territories,Retail trade,2010,153.0,152.3
Northwest Territories,Retail trade,2011,157.0,157.5
Northwest Territories,Retail trade,2012,156.6,156.6
Northwest Territories,Retail trade,2013,173.4,172.7
Northwest Territories,Retail trade,2014,184.8,174.4
Northwest Territories,Retail trade,2015,193.4,178.5
Northwest Territories,Retail trade,2016,173.3,159.1
Northwest Territories,Retail trade,2017,180.0,161.0
Northwest Territories,Retail trade,2018,0.0,165.1
Northwest Territories,Retail trade,2019,0.0,160.6
Northwest Territories,Transportation and warehousing,2010,246.3,232.0
Northwest Territories,Transportation and warehousing,2011,261.4,240.8
Northwest Territories,Transportation and warehousing,2012,251.0,251.0
Northwest Territories,Transportation and warehousing,2013,247.5,254.1
Northwest Territories,Transportation and warehousing,2014,279.8,270.2
Northwest Territories,Transportation and warehousing,2015,292.0,256.0
Northwest Territories,Transportation and warehousing,2016,285.3,253.3
Northwest Territories,Transportation and warehousing,2017,248.3,217.3
Northwest Territories,Transportation and warehousing,2018,0.0,223.2
Northwest Territories,Transportation and warehousing,2019,0.0,223.8
Northwest Territories,Information and cultural industries,2010,84.7,91.9
