"Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)" c 1 2 3 4 5 6 7
"Annual"
"Table: 36-10-0402-01 (formerly CANSIM 379-0030)"
"Geography: Province or territory"

"Geography","North American Industry Classification System (NAICS) 7 8","Reference period","Current dollars","Chained (2012) dollars 9"
,,"2016","6,528.9","6,210.5"
,,"2017","6,528.9","6,094.2"
,,"2018","..","5,775.6"
,,"2019","..","5,519.4"
,"Manufacturing  [31-33]","2010","3,503.9","4,316.2"
,,"2011","4,292.9","4,576.9"
,,"2012","4,844.4","4,844.4"
,,"2013","4,875.0","5,151.4"
,,"2014","4,720.3","5,289.6"
,,"2015","4,305.0","5,047.0"
,,"2016","4,076.0","4,707.3"
,,"2017","4,291.7","4,751.4"
,,"2018","..","4,865.9"
,,"2019","..","4,586.6"
,"Wholesale trade  [41]","2010","2,916.7","3,016.6"
,,"2011","3,469.8","3,484.6"
,,"2012","3,647.5","3,647.5"
,,"2013","3,832.5","3,823.9"
,,"2014","4,199.8","3,982.3"
,,"2015","3,956.0","3,713.2"
,,"2016","4,079.7","3,740.8"
,,"2017","4,093.0","3,782.8"
,,"2018","..","3,906.4"
,,"2019","..","3,866.2"
,"Retail trade  [44-45]","2010","2,638.0","2,803.0"
,,"2011","2,799.7","2,896.5"
,,"2012","3,011.9","3,012.0"
,,"2013","3,232.1","3,239.8"
,,"2014","3,274.5","3,194.0"
,,"2015","3,310.7","3,157.2"
,,"2016","3,380.6","3,202.3"
,,"2017","3,510.8","3,273.7"
,,"2018","..","3,239.0"
,,"2019","..","3,214.9"
,"Transportation and warehousing  [48-49]","2010","2,822.8","3,092.4"
,,"2011","3,114.9","3,276.0"
,,"2012","3,270.7","3,270.7"
,,"2013","3,366.6","3,245.9"
,,"2014","3,563.0","3,419.9"
,,"2015","3,523.0","3,506.2"
,,"2016","3,378.3","3,511.1"
,,"2017","3,617.8","3,847.0"
,,"2018","..","3,943.5"
,,"2019","..","3,901.3"
,"Information and cultural industries  [51]","2010","1,118.1","1,157.6"
,,"2011","1,120.4","1,138.0"
,,"2012","1,201.6","1,201.6"
,,"2013","1,203.8","1,160.9"
,,"2014","1,184.4","1,169.7"
,,"2015","1,211.9","1,228.1"
,,"2016","1,231.3","1,293.6"
,,"2017","1,257.3","1,250.2"
,,"2018","..","1,256.5"
,,"2019","..","1,288.1"
,"Finance and insurance  [52]","2010","2,134.5","2,088.4"
,,"2011","2,268.1","2,209.3"
,,"2012","2,266.5","2,266.5"
,,"2013","2,419.2","2,324.6"
,,"2014","2,579.4","2,352.0"
,,"2015","2,656.9","2,421.8"
,,"2016","2,686.5","2,472.8"
,,"2017","2,843.3","2,606.4"
,,"2018","..","2,621.1"
,,"2019","..","2,685.2"
,"Real estate and rental and leasing  [53]","2010","5,748.8","6,012.1"
,,"2011","6,040.8","6,195.5"
,,"2012","6,437.6","6,437.5"
,,"2013","6,891.3","6,695.7"
,,"2014","7,264.5","6,890.5"
,,"2015","7,588.8","7,177.1"
,,"2016","7,755.3","7,300.7"
,,"2017","7,927.3","7,490.8"
,,"2018","..","7,644.9"
,,"2019","..","7,672.6"
,"Professional, scientific and technical services  [54]","2010","1,428.6","1,529.3"
,,"2011","1,635.6","1,699.5"
,,"2012","1,835.1","1,835.1"
,,"2013","1,999.3","1,922.0"
,,"2014","2,161.1","1,979.7"
,,"2015","2,104.3","1,806.4"
,,"2016","2,009.9","1,608.5"
,,"2017","2,008.1","1,545.9"
,,"2018","..","1,505.3"
,,"2019","..","1,491.0"
,"Management of companies and enterprises  [55]","2010","312.3","323.9"
,,"2011","318.1","334.3"
,,"2012","335.7","335.7"
,,"2013","374.0","368.6"
,,"2014","371.3","348.8"
,,"2015","388.3","363.9"
,,"2016","325.8","307.6"
,,"2017","215.4","227.2"
,,"2018","..","201.4"
,,"2019","..","181.4"
,"Administrative and support, waste management and remediation services  [56]","2010","683.2","732.8"
,,"2011","751.5","766.6"
,,"2012","823.9","823.9"
,,"2013","851.4","831.5"
,,"2014","901.5","857.4"
,,"2015","935.8","885.7"
,,"2016","967.2","903.0"
,,"2017","983.6","882.8"
,,"2018","..","837.2"
,,"2019","..","820.5"
,"Educational services  [61]","2010","2,807.4","3,045.7"
,,"2011","2,955.5","3,096.2"
,,"2012","3,176.0","3,176.0"
,,"2013","3,284.8","3,250.0"
,,"2014","3,359.0","3,282.0"
,,"2015","3,496.3","3,341.7"
,,"2016","3,591.6","3,376.0"
,,"2017","3,622.6","3,447.0"
,,"2018","..","3,545.1"
,,"2019","..","3,644.5"
,"Health care and social assistance  [62]","2010","3,720.3","4,061.9"
,,"2011","4,166.9","4,123.1"
,,"2012","4,175.2","4,175.2"
,,"2013","4,299.5","4,177.9"
,,"2014","4,503.6","4,241.2"
,,"2015","4,808.3","4,376.8"
,,"2016","4,914.9","4,425.1"
,,"2017","5,069.2","4,475.8"
,,"2018","..","4,583.5"
,,"2019","..","4,732.2"
,"Arts, entertainment and recreation  [71]","2010","409.2","423.4"
,,"2011","425.4","427.4"
,,"2012","432.1","432.1"
,,"2013","457.9","476.9"
,,"2014","443.5","440.0"
,,"2015","441.6","418.6"
,,"2016","470.9","419.2"
,,"2017","485.0","429.0"
,,"2018","..","430.6"
,,"2019","..","442.5"
,"Accommodation and food services  [72]","2010","997.2","1,025.9"
,,"2011","1,052.8","1,056.4"
,,"2012","1,108.7","1,108.7"
,,"2013","1,214.2","1,156.2"
,,"2014","1,247.8","1,161.4"
,,"2015","1,290.7","1,164.2"
,,"2016","1,304.3","1,172.6"
,,"2017","1,312.0","1,141.2"
,,"2018","..","1,168.5"
,,"2019","..","1,180.0"
,"Other services (except public administration)  [81]","2010","908.6","966.9"
,,"2011","1,017.1","1,048.5"
,,"2012","1,099.3","1,099.3"
,,"2013","1,126.6","1,118.2"
,,"2014","1,196.0","1,160.2"
,,"2015","1,207.3","1,170.0"
,,"2016","1,188.0","1,156.5"
,,"2017","1,217.0","1,185.3"
,,"2018","..","1,177.3"
,,"2019","..","1,185.3"
,"Public administration  [91]","2010","3,431.5","3,694.7"
,,"2011","3,671.2","3,763.6"
,,"2012","3,801.7","3,801.7"
,,"2013","3,902.8","3,716.4"
,,"2014","4,039.4","3,755.6"
,,"2015","4,183.9","3,814.4"
,,"2016","4,391.8","3,903.0"
,,"2017","4,609.9","3,963.2"
,,"2018","..","4,066.2"
,,"2019","..","4,132.6"
"Alberta","All industries  [T001] 10","2010","261,591.0","272,172.0"
,,"2011","289,920.6","290,513.8"
,,"2012","302,132.0","302,130.7"
,,"2013","331,477.2","319,548.1"
,,"2014","365,191.1","338,262.6"
,,"2015","311,906.0","326,476.7"
,,"2016","292,561.7","314,599.4"
,,"2017","319,212.0","327,996.2"
,,"2018","..","334,345.3"
,,"2019","..","334,470.8"
,"Goods-producing industries  [T002] 11","2010","116,150.6","119,898.0"
,,"2011","133,394.4","129,474.3"
,,"2012","134,296.8","134,296.8"
,,"2013","152,519.8","145,195.0"
,,"2014","173,730.2","155,750.6"
,,"2015","120,175.5","145,468.5"
,,"2016","102,367.3","133,976.8"
,,"2017","123,547.7","144,067.8"
,,"2018","..","147,956.8"
,,"2019","..","144,495.6"
,"Service-producing industries  [T003] 12","2010","145,440.4","152,331.9"
,,"2011","156,526.2","161,024.1"
,,"2012","167,835.2","167,834.6"
,,"2013","178,957.3","174,223.2"
,,"2014","191,461.0","182,235.1"
,,"2015","191,730.5","180,149.2"
,,"2016","190,194.4","178,218.3"
,,"2017","195,664.2","182,483.5"
,,"2018","..","185,130.6"
,,"2019","..","188,068.5"
,"Industrial production  [T010] 13","2010","87,839.1","89,924.5"
,,"2011","101,911.5","96,908.6"
,,"2012","97,982.8","97,982.8"
,,"2013","109,945.6","102,321.6"
,,"2014","129,542.5","111,846.2"
,,"2015","78,719.2","108,634.7"
,,"2016","67,303.0","104,528.8"
,,"2017","88,080.1","115,107.0"
,,"2018","..","121,902.4"
,,"2019","..","120,216.1"
,"Non-durable manufacturing industries  [T011] 14","2010","10,349.8","13,536.0"
,,"2011","12,832.5","14,066.9"
,,"2012","13,204.6","13,204.6"
,,"2013","14,399.6","13,791.9"
,,"2014","13,873.1","14,314.7"
,,"2015","15,766.0","14,737.8"
,,"2016","15,601.8","15,167.8"
,,"2017","16,316.7","15,704.4"
,,"2018","..","15,894.9"
,,"2019","..","15,493.5"
,"Durable manufacturing industries  [T012] 15","2010","8,037.9","8,248.1"
,,"2011","9,656.3","9,806.8"
,,"2012","10,543.7","10,543.7"
,,"2013","10,757.2","10,681.2"
,,"2014","10,815.8","10,881.5"
,,"2015","9,373.5","9,405.4"
,,"2016","8,005.4","8,040.0"
,,"2017","8,908.7","8,686.2"
,,"2018","..","8,976.1"
,,"2019","..","8,724.5"
,"Information and communication technology sector  [T013] 16","2010","8,052.1","8,150.3"
,,"2011","8,753.9","8,773.9"
,,"2012","8,940.0","8,940.0"
,,"2013","9,174.3","8,859.8"
,,"2014","10,023.0","9,603.3"
,,"2015","9,613.9","9,464.0"
,,"2016","9,110.2","9,492.1"
,,"2017","9,529.8","9,679.8"
,,"2018","..","10,095.6"
,,"2019","..","10,288.8"
,"Energy sector  [T016] 17","2010","72,107.0","73,398.6"
,,"2011","83,038.9","78,191.8"
,,"2012","79,338.0","79,337.8"
,,"2013","90,246.5","82,965.0"
,,"2014","110,026.1","92,053.1"
,,"2015","59,827.0","89,773.4"
,,"2016","49,398.2","86,882.1"
,,"2017","69,031.9","97,753.8"
,,"2018","..","104,259.4"
,,"2019","..","103,302.7"
,"Public sector  [T018] 18","2010","35,614.9","37,801.8"
,,"2011","37,753.2","38,720.4"
,,"2012","40,337.4","40,337.4"
,,"2013","42,558.8","41,314.3"
,,"2014","44,475.2","42,396.4"
,,"2015","46,632.8","43,203.4"
,,"2016","48,238.5","44,267.3"
,,"2017","50,044.6","44,887.4"
,,"2018","..","46,019.8"
,,"2019","..","47,220.2"
,"Cannabis sector  [T021] 19","2010","155.5","159.8"
,,"2011","169.4","172.5"
,,"2012","184.7","184.7"
,,"2013","203.8","202.1"
,,"2014","210.9","221.9"
,,"2015","213.5","242.8"
,,"2016","213.4","253.0"
,,"2017","208.9","268.4"
,,"2018","..","304.1"
,,"2019","..","823.8"
,"Agriculture, forestry, fishing and hunting  [11]","2010","3,049.7","4,753.4"
,,"2011","4,728.4","5,027.6"
,,"2012","4,941.9","4,941.9"
,,"2013","5,519.5","5,960.6"
,,"2014","4,166.3","5,424.4"
,,"2015","5,678.8","5,222.7"
,,"2016","6,225.0","5,992.6"
,,"2017","6,637.7","6,126.9"
,,"2018","..","5,822.5"
,,"2019","..","6,146.3"
,"Mining, quarrying, and oil and gas extraction  [21]","2010","64,633.3","63,444.6"
,,"2011","73,798.0","67,739.2"
,,"2012","68,437.6","68,437.6"
,,"2013","78,910.6","72,187.0"
,,"2014","98,791.0","80,289.0"
,,"2015","47,430.1","78,173.9"
,,"2016","37,885.4","75,074.8"
,,"2017","56,856.3","84,980.3"
,,"2018","..","91,950.7"
,,"2019","..","91,030.2"
,"Utilities  [22]","2010","4,042.6","3,980.1"
,,"2011","4,445.4","4,204.3"
,,"2012","4,499.4","4,499.4"
,,"2013","4,566.3","4,320.7"
,,"2014","4,693.2","4,575.3"
,,"2015","4,719.7","4,380.3"
,,"2016","4,359.5","4,250.7"
,,"2017","4,491.4","4,703.6"
,,"2018","..","4,719.5"
,,"2019","..","4,722.3"
,"Construction  [23]","2010","26,037.2","26,090.1"
,,"2011","27,933.8","28,735.0"
,,"2012","32,669.6","32,669.5"
,,"2013","38,366.7","38,174.8"
,,"2014","41,390.8","39,629.6"
,,"2015","37,207.3","33,432.7"
,,"2016","30,290.2","27,023.5"
,,"2017","30,336.9","27,552.1"
,,"2018","..","26,211.8"
,,"2019","..","24,329.3"
,"Manufacturing  [31-33]","2010","18,387.7","21,539.0"
,,"2011","22,488.8","23,775.3"
,,"2012","23,748.3","23,748.4"
,,"2013","25,156.8","24,455.6"
,,"2014","24,688.9","25,166.3"
,,"2015","25,139.5","24,139.8"
,,"2016","23,607.2","23,247.1"
,,"2017","25,225.4","24,426.1"
,,"2018","..","24,904.3"
,,"2019","..","24,250.6"
,"Wholesale trade  [41]","2010","11,220.8","11,611.7"
,,"2011","13,299.2","13,939.2"
,,"2012","14,913.0","14,913.0"
,,"2013","15,743.6","15,543.0"
,,"2014","16,485.1","15,711.2"
,,"2015","14,778.5","13,843.8"
,,"2016","13,516.4","12,881.0"
,,"2017","14,485.1","13,551.9"
,,"2018","..","14,187.5"
,,"2019","..","14,127.2"
,"Retail trade  [44-45]","2010","11,225.2","11,623.7"
,,"2011","11,894.6","12,021.2"
,,"2012","12,432.9","12,433.0"
,,"2013","13,283.1","13,386.0"
,,"2014","14,139.1","14,130.6"
,,"2015","13,666.4","13,375.1"
,,"2016","13,534.3","13,231.9"
,,"2017","13,944.6","13,471.1"
,,"2018","..","13,433.6"
,,"2019","..","13,352.1"
,"Transportation and warehousing  [48-49]","2010","10,946.4","11,882.3"
,,"2011","12,026.1","12,667.7"
,,"2012","13,196.8","13,196.8"
,,"2013","13,620.9","13,275.5"
,,"2014","14,912.2","14,304.2"
,,"2015","15,021.2","14,246.4"
,,"2016","15,320.2","14,290.7"
,,"2017","16,304.2","15,225.6"
,,"2018","..","15,633.0"
,,"2019","..","15,778.4"
,"Information and cultural industries  [51]","2010","6,642.1","6,775.1"
,,"2011","6,989.3","6,860.8"
,,"2012","6,853.6","6,853.6"
,,"2013","7,015.0","6,807.5"
,,"2014","7,259.0","7,028.8"
,,"2015","7,001.2","7,040.8"
,,"2016","6,956.6","7,248.6"
,,"2017","7,101.2","7,237.5"
,,"2018","..","7,292.4"
,,"2019","..","7,466.2"
,"Finance and insurance  [52]","2010","10,533.0","10,139.6"
,,"2011","11,141.5","10,637.6"
,,"2012","10,889.5","10,889.5"
,,"2013","11,782.3","11,291.1"
,,"2014","12,950.9","11,769.9"
,,"2015","13,473.5","12,241.1"
,,"2016","13,470.1","12,440.8"
,,"2017","13,855.1","12,972.2"
,,"2018","..","13,167.9"
,,"2019","..","13,516.5"
,"Real estate and rental and leasing  [53]","2010","25,619.5","26,465.0"
,,"2011","26,862.8","27,729.6"
,,"2012","28,759.7","28,759.7"
,,"2013","31,060.6","29,978.5"
,,"2014","34,330.3","31,654.7"
,,"2015","35,726.3","32,436.9"
,,"2016","36,541.7","32,712.6"
,,"2017","36,949.5","33,877.0"
,,"2018","..","34,449.6"
,,"2019","..","35,264.2"
,"Professional, scientific and technical services  [54]","2010","14,254.7","15,571.6"
,,"2011","15,565.3","16,831.0"
,,"2012","17,641.7","17,641.7"
,,"2013","18,724.0","18,523.5"
,,"2014","20,287.0","20,044.8"
,,"2015","18,755.5","18,241.0"
,,"2016","16,778.5","16,459.1"
,,"2017","17,093.2","16,754.8"
,,"2018","..","16,109.0"
,,"2019","..","16,174.7"
,"Management of companies and enterprises  [55]","2010","2,049.0","2,022.2"
,,"2011","1,841.3","1,895.3"
,,"2012","1,890.7","1,890.7"
,,"2013","2,465.0","2,037.6"
,,"2014","2,469.2","1,927.1"
,,"2015","2,485.9","1,962.6"
,,"2016","2,063.0","1,638.9"
,,"2017","1,445.9","1,233.1"
,,"2018","..","1,128.4"
,,"2019","..","1,088.9"
,"Administrative and support, waste management and remediation services  [56]","2010","5,808.0","6,114.9"
,,"2011","6,606.7","6,707.9"
,,"2012","7,432.0","7,432.0"
,,"2013","8,098.1","7,642.9"
,,"2014","8,540.4","8,107.2"
,,"2015","8,657.7","8,409.1"
,,"2016","8,575.7","8,196.1"
,,"2017","8,324.4","7,858.8"
,,"2018","..","7,979.6"
,,"2019","..","8,141.4"
,"Educational services  [61]","2010","10,132.9","10,395.9"
,,"2011","10,496.5","10,622.3"
,,"2012","10,980.5","10,980.5"
,,"2013","11,297.5","11,207.6"
,,"2014","11,642.6","11,458.3"
,,"2015","12,153.2","11,703.1"
,,"2016","12,250.1","11,687.4"
,,"2017","12,840.8","11,845.1"
,,"2018","..","12,195.8"
,,"2019","..","12,547.2"
,"Health care and social assistance  [62]","2010","13,765.7","14,620.1"
,,"2011","14,752.8","15,066.2"
,,"2012","15,798.2","15,798.2"
,,"2013","16,632.7","16,131.4"
,,"2014","17,555.1","16,674.4"
,,"2015","18,693.0","17,132.1"
,,"2016","19,364.5","17,680.7"
,,"2017","20,050.2","17,929.1"
,,"2018","..","18,486.5"
,,"2019","..","19,168.2"
,"Arts, entertainment and recreation  [71]","2010","1,304.9","1,358.5"
,,"2011","1,375.6","1,378.1"
,,"2012","1,414.2","1,414.2"
,,"2013","1,450.8","1,436.9"
,,"2014","1,613.0","1,587.0"
,,"2015","1,719.8","1,704.8"
,,"2016","1,812.1","1,730.5"
,,"2017","2,051.7","1,928.8"
,,"2018","..","1,966.3"
,,"2019","..","1,980.8"
,"Accommodation and food services  [72]","2010","5,178.4","5,492.1"
,,"2011","5,580.4","5,732.6"
,,"2012","6,108.9","6,108.9"
,,"2013","6,728.1","6,554.0"
,,"2014","7,252.2","6,984.5"
,,"2015","7,147.5","6,773.0"
,,"2016","7,154.6","6,756.5"
,,"2017","7,361.0","6,788.1"
,,"2018","..","6,810.1"
,,"2019","..","6,927.1"
,"Other services (except public administration)  [81]","2010","5,043.5","5,318.5"
,,"2011","5,590.1","5,719.6"
,,"2012","5,964.8","5,964.8"
,,"2013","6,427.1","6,457.1"
,,"2014","6,747.3","6,644.8"
,,"2015","6,664.3","6,579.2"
,,"2016","6,232.7","6,209.5"
,,"2017","6,703.9","6,581.9"
,,"2018","..","6,769.6"
,,"2019","..","6,807.2"
,"Public administration  [91]","2010","11,716.3","12,909.8"
,,"2011","12,503.9","13,201.3"
,,"2012","13,558.7","13,558.7"
,,"2013","14,628.6","13,972.7"
,,"2014","15,277.5","14,260.1"
,,"2015","15,786.5","14,367.5"
,,"2016","16,623.9","14,882.5"
,,"2017","17,153.6","15,096.1"
,,"2018","..","15,324.0"
,,"2019","..","15,495.1"
"British Columbia","All industries  [T001] 10","2010","190,873.5","195,819.3"
,,"2011","202,033.2","201,413.0"
,,"2012","206,590.6","206,590.7"
,,"2013","214,088.8","211,555.3"
,,"2014","225,863.3","219,060.9"
,,"2015","231,725.3","224,153.4"
,,"2016","243,317.1","230,763.5"
,,"2017","260,220.3","239,205.8"
,,"2018","..","246,016.9"
,,"2019","..","252,063.8"
,"Goods-producing industries  [T002] 11","2010","45,106.6","46,411.3"
,,"2011","50,839.7","48,460.2"
,,"2012","50,362.8","50,362.6"
,,"2013","50,847.6","50,641.5"
,,"2014","54,393.7","53,525.9"
,,"2015","52,253.9","54,178.2"
,,"2016","54,644.3","55,281.0"
,,"2017","61,083.5","57,083.0"
,,"2018","..","58,892.6"
,,"2019","..","60,198.7"
,"Service-producing industries  [T003] 12","2010","145,766.8","149,434.5"
,,"2011","151,193.4","152,960.5"
,,"2012","156,227.8","156,228.5"
,,"2013","163,241.2","160,907.3"
,,"2014","171,469.6","165,547.7"
,,"2015","179,471.4","169,960.3"
,,"2016","188,672.8","175,426.1"
,,"2017","199,136.8","182,054.6"
,,"2018","..","187,056.9"
,,"2019","..","191,793.5"
,"Industrial production  [T010] 13","2010","26,351.7","27,081.4"
,,"2011","31,073.6","28,638.5"
,,"2012","28,829.6","28,829.5"
,,"2013","28,810.7","28,882.6"
,,"2014","30,987.7","30,302.9"
,,"2015","28,568.6","30,781.5"
,,"2016","30,542.0","32,006.7"
,,"2017","34,714.8","32,392.5"
,,"2018","..","33,276.9"
,,"2019","..","33,213.4"
,"Non-durable manufacturing industries  [T011] 14","2010","5,741.9","6,001.1"
,,"2011","5,850.1","5,968.2"
,,"2012","5,932.8","5,932.9"
,,"2013","5,790.9","5,706.3"
,,"2014","6,347.9","6,230.6"
,,"2015","6,543.4","6,406.1"
,,"2016","6,882.1","6,719.6"
,,"2017","7,034.4","6,712.9"
,,"2018","..","6,666.0"
,,"2019","..","6,679.5"
,"Durable manufacturing industries  [T012] 15","2010","7,350.5","7,788.5"
,,"2011","7,923.1","8,299.9"
,,"2012","8,760.5","8,760.5"
,,"2013","9,163.6","8,920.2"
,,"2014","9,345.4","9,194.2"
,,"2015","9,609.3","9,437.1"
,,"2016","10,308.4","9,796.3"
,,"2017","11,023.3","10,050.8"
,,"2018","..","10,241.6"
,,"2019","..","10,084.5"
,"Information and communication technology sector  [T013] 16","2010","8,333.4","8,321.8"
,,"2011","8,478.5","8,478.8"
,,"2012","8,710.1","8,710.1"
,,"2013","8,325.0","8,724.5"
,,"2014","8,633.9","9,328.7"
,,"2015","9,416.7","9,678.5"
,,"2016","10,193.5","10,112.7"
,,"2017","10,927.8","10,523.2"
,,"2018","..","11,066.1"
,,"2019","..","11,409.8"
,"Energy sector  [T016] 17","2010","11,553.3","10,810.8"
,,"2011","14,745.5","11,695.2"
,,"2012","11,352.3","11,352.3"
,,"2013","11,723.9","11,905.8"
,,"2014","12,853.4","12,342.8"
,,"2015","10,253.6","12,375.0"
,,"2016","11,245.2","13,100.8"
,,"2017","14,150.1","13,346.9"
,,"2018","..","13,797.8"
,,"2019","..","13,936.9"
,"Public sector  [T018] 18","2010","36,884.4","38,255.8"
,,"2011","38,230.6","39,150.1"
,,"2012","39,237.4","39,237.4"
,,"2013","40,807.1","39,399.1"
,,"2014","41,539.0","39,208.3"
,,"2015","43,175.3","39,970.7"
,,"2016","44,718.1","40,635.6"
,,"2017","46,736.8","41,564.2"
,,"2018","..","42,912.1"
,,"2019","..","44,420.2"
,"Cannabis sector  [T021] 19","2010","1,626.3","1,688.1"
,,"2011","1,739.3","1,767.0"
,,"2012","1,785.7","1,785.7"
,,"2013","1,895.4","1,931.6"
,,"2014","1,826.9","1,986.0"
,,"2015","1,714.2","2,036.6"
,,"2016","1,573.8","1,962.7"
,,"2017","1,435.7","1,937.3"
,,"2018","..","2,161.9"
,,"2019","..","2,139.3"
,"Agriculture, forestry, fishing and hunting  [11]","2010","4,696.4","4,917.3"
,,"2011","5,226.0","5,335.4"
,,"2012","5,343.3","5,343.3"
,,"2013","5,348.3","5,656.4"
,,"2014","5,489.3","5,660.7"
,,"2015","5,736.3","5,891.2"
,,"2016","5,923.8","5,643.3"
,,"2017","6,272.1","5,710.0"
,,"2018","..","5,980.8"
,,"2019","..","5,552.2"
,"Mining, quarrying, and oil and gas extraction  [21]","2010","9,043.3","8,586.5"
,,"2011","12,496.2","9,217.5"
,,"2012","8,941.8","8,941.8"
,,"2013","8,302.6","9,187.9"
,,"2014","9,513.6","9,728.5"
,,"2015","6,345.1","9,422.7"
,,"2016","7,181.0","9,668.2"
,,"2017","10,369.7","9,816.4"
,,"2018","..","10,791.1"
,,"2019","..","10,836.2"
,"Utilities  [22]","2010","3,719.3","4,142.5"
,,"2011","4,258.8","4,529.3"
,,"2012","4,587.2","4,587.2"
,,"2013","4,963.0","4,507.3"
,,"2014","5,107.4","4,554.0"
,,"2015","5,390.3","4,805.2"
,,"2016","5,481.8","5,022.6"
,,"2017","5,573.7","5,032.4"
,,"2018","..","4,830.7"
,,"2019","..","4,867.0"
,"Construction  [23]","2010","14,555.2","14,894.5"
,,"2011","15,085.6","14,986.8"
,,"2012","16,797.2","16,797.2"
,,"2013","17,279.2","16,699.3"
,,"2014","18,590.2","18,167.3"
,,"2015","18,629.5","18,107.6"
,,"2016","18,867.2","18,321.9"
,,"2017","20,810.3","19,641.4"
,,"2018","..","20,294.2"
,,"2019","..","22,110.4"
,"Manufacturing  [31-33]","2010","13,092.4","13,797.9"
,,"2011","13,773.2","14,271.8"
,,"2012","14,693.3","14,693.3"
,,"2013","14,954.5","14,623.4"
,,"2014","15,693.3","15,426.8"
,,"2015","16,152.7","15,845.3"
,,"2016","17,190.6","16,517.0"
,,"2017","18,057.7","16,768.7"
,,"2018","..","16,918.3"
,,"2019","..","16,770.2"
,"Wholesale trade  [41]","2010","7,492.8","7,373.8"
,,"2011","7,536.3","7,646.4"
,,"2012","8,317.4","8,317.3"
,,"2013","8,497.5","8,591.4"
,,"2014","8,952.6","8,840.5"
,,"2015","8,976.6","8,595.0"
,,"2016","9,639.3","8,919.2"
,,"2017","10,161.4","9,219.8"
,,"2018","..","9,447.7"
,,"2019","..","9,374.7"
,"Retail trade  [44-45]","2010","11,585.5","11,658.5"
,,"2011","11,743.1","11,728.4"
,,"2012","11,741.0","11,740.9"
,,"2013","12,288.3","12,473.9"
,,"2014","13,053.4","12,639.4"
,,"2015","13,734.5","13,032.3"
,,"2016","14,549.6","13,631.8"
,,"2017","15,411.9","14,131.0"
,,"2018","..","14,391.4"
,,"2019","..","14,429.7"
,"Transportation and warehousing  [48-49]","2010","9,970.2","10,432.5"
,,"2011","10,516.6","10,749.3"
,,"2012","10,983.5","10,983.4"
,,"2013","11,932.4","11,533.7"
,,"2014","12,910.6","12,153.6"
,,"2015","13,836.8","12,623.9"
,,"2016","14,124.1","12,847.1"
,,"2017","15,589.2","14,190.1"
,,"2018","..","14,936.4"
,,"2019","..","15,244.3"
,"Information and cultural industries  [51]","2010","6,782.4","6,945.8"
,,"2011","6,998.0","6,991.7"
,,"2012","7,111.3","7,111.3"
,,"2013","7,104.6","7,216.2"
,,"2014","7,412.4","7,634.0"
,,"2015","7,341.8","7,721.5"
,,"2016","7,818.4","8,097.7"
,,"2017","8,262.4","8,523.6"
,,"2018","..","8,739.9"
,,"2019","..","8,924.5"
,"Finance and insurance  [52]","2010","11,443.5","11,169.8"
,,"2011","11,876.9","11,469.5"
,,"2012","11,404.3","11,404.3"
,,"2013","12,053.1","11,821.2"
,,"2014","12,932.4","12,109.7"
,,"2015","13,500.6","12,569.1"
,,"2016","14,115.8","13,010.0"
,,"2017","14,886.5","13,902.2"
,,"2018","..","14,255.6"
,,"2019","..","14,778.3"
,"Real estate and rental and leasing  [53]","2010","33,319.3","33,943.0"
,,"2011","34,759.4","34,979.6"
,,"2012","36,365.3","36,365.3"
,,"2013","38,124.4","37,656.8"
,,"2014","40,163.8","39,164.0"
,,"2015","42,209.6","40,757.4"
,,"2016","44,669.7","42,387.0"
,,"2017","46,665.1","43,610.9"
,,"2018","..","44,270.0"
,,"2019","..","45,668.6"
,"Professional, scientific and technical services  [54]","2010","10,277.3","10,798.3"
,,"2011","11,127.0","11,371.9"
,,"2012","11,893.1","11,893.1"
,,"2013","12,606.4","12,696.1"
,,"2014","13,628.7","13,512.3"
,,"2015","14,814.8","13,891.8"
,,"2016","15,613.0","14,592.9"
,,"2017","16,945.7","15,261.5"
,,"2018","..","16,121.6"
,,"2019","..","16,715.2"
,"Management of companies and enterprises  [55]","2010","1,228.7","1,314.4"
,,"2011","1,330.2","1,349.6"
,,"2012","1,343.1","1,343.1"
,,"2013","1,371.0","1,422.1"
,,"2014","1,330.0","1,306.8"
,,"2015","1,374.9","1,341.3"
,,"2016","1,170.2","1,136.1"
,,"2017","934.1","984.9"
,,"2018","..","895.9"
,,"2019","..","785.7"
,"Administrative and support, waste management and remediation services  [56]","2010","4,839.5","5,065.5"
,,"2011","4,889.5","5,021.4"
,,"2012","5,288.3","5,288.3"
,,"2013","5,501.7","5,250.7"
,,"2014","5,889.7","5,461.8"
,,"2015","6,171.0","5,699.1"
,,"2016","6,548.4","5,988.6"
,,"2017","6,771.6","5,961.6"
,,"2018","..","5,957.3"
,,"2019","..","6,029.0"
,"Educational services  [61]","2010","10,904.4","10,929.0"
,,"2011","11,124.0","11,125.2"
,,"2012","11,374.4","11,374.5"
,,"2013","11,777.5","11,521.2"
,,"2014","11,705.4","11,286.7"
,,"2015","12,474.7","11,780.2"
,,"2016","12,911.8","11,868.5"
,,"2017","13,205.0","12,165.2"
,,"2018","..","12,637.3"
,,"2019","..","13,015.5"
,"Health care and social assistance  [62]","2010","13,886.6","14,472.2"
,,"2011","14,625.0","14,933.2"
